7,875882
5,729402
6,051899
6,150239
1,409368
7,652131
5,843485
5,589055
11,32713
9,217087
8,604692
6,857283
7,397401
5,16914
7,074
7,100186
6,719756
9,602962
5,390038
6,853214
7,774415
7,547884
6,464743
6,226437
6,099375
5,137029
8,538455
5,141392
7,266712
5,389227
6,404153
5,512417
10,01816
7,214741
6,627619
5,620796
11,46946
7,961093
5,272732
5,281708
6,533041
5,508229
5,134903
6,470382
6,297597
